"Project ID","Compliance Program ID","Cooperative/ Aggregate ID","Project Developer","Project Owner","Project Name","Offset Project Operator","Authorized Project Designee","Verification Body","Project Type","Status","Compliance Program Status","Project Site Location","Project Site State","Project Site Country","Additional Certification(s)","SDG Impact","Project Notes","Total Number of Offset Credits Registered ","Project Listed Date","Project Registered Date","Documents","Data","Project Website",
"CAR2277","N/A","","CARBONOF MEXICO, S.A.P.I. DE C.V.","Ejido Silvituc","Carbono Forestal Ejido Silvituc","","","","Forestry - MX","Listed","Not ARB or WA ECO Eligible","Esc�rcega, Campeche","CAMPECHE","MX","","","","","04/22/2026","","View","View","",
"CAR1859","N/A","","Bioforestal Innovaci�n Sustentable S.C.","Ejido La Catedral y Sus Anexos","Carbono Forestal La Catedral","","","","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Localidad La Catedral, s/n Guadalupe y Calvo","CHIHUAHUA","MX","","1. No Poverty;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land","","391035","01/19/2024","08/22/2024","View","View","",
"CAR1744","N/A","","Bioforestal Innovaci�n Sustentable S.C.","AGROPECUARIA LA NORTE�ITA S. DE R.L DE C.V","Carbono Forestal La Norte�ita","","","GREEN CERTIFICACIONES E INSPECCIONES S.C.","Forestry - MX","Registered","Not ARB or WA ECO Eligible","El Coscomate, Riva Palacio","CHIHUAHUA","MX","","1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;13. Climate Action;15. Life on Land","","98111","04/10/2023","12/05/2023","View","View","http://www.grupolanortenita.com/",
"CAR1850","N/A","","Bioforestal Innovaci�n Sustentable S.C.","Ejido Redondeados Y Anexos","Carbono Forestal Redondeados","","","","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Buenavista de Atascaderos, Ejido Redondeados","CHIHUAHUA","MX","","1. No Poverty;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land","","463516","09/19/2023","01/28/2025","View","View","",
"CAR2104","N/A","","CARBONOF MEXICO, S.A.P.I. DE C.V.","Comunidad de Santa Mar�a de Las Nieves","Carbono Forestal Santa Mar�a Las Nieves","","","","Forestry - MX","Listed","Not ARB or WA ECO Eligible","Santa Mar�a Las Nieves, San Juan Quiotepec, Oaxaca","OAXACA","MX","","","","","05/06/2025","","View","View","https://carbonof.com/es/santa-maria-nieves/",
"CAR1375","N/A","","Bioforestal Innovaci�n Sustentable S.C.","Ejido La Florida","Carbono Otom� La Florida","","","","Forestry - MX","Registered","Not ARB or WA ECO Eligible","La Florida, Cardonal, Hidalgo, M�xico","HIDALGO","MX","","13. Climate Action","","4474","08/27/2019","02/05/2021","View","View","www.ecoturismolaflorida.com.mx",
"CAR1514","N/A","","Celso Vidal Chan Rivas","Ejido Petcacab y Polink�n","Carbono Petcacab","","","GREEN CERTIFICACIONES E INSPECCIONES S.C.","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Felipe Carrillo Puerto, Quintana Roo","QUINTANA ROO","MX","","","","102883","09/02/2021","05/16/2022","View","View","",
"CAR1814","N/A","CARC1782","MERCADO AMBIENTAL AP","Ejido Playa Grande","Carbono Tropical en Playa Grande, Jalisco","","","Asociacion de Normalizacion y Certificacion, S.A. de C.V.","Forestry - MX","Listed","Not ARB or WA ECO Eligible","Ejido Playa Grande, Puerto Vallarta.","JALISCO","MX","","","","","02/19/2025","","View","View","",
"CAR1569","N/A","CARC1400","INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC","COMUNIDAD DE SAN MIGUEL ABEJONES","Carbono, Agua y Biodiversidad Ind�gena Abejones","","","TUV SUD America, Inc.","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Comunidad de San Miguel Abejones","OAXACA","MX","","","","29781","03/28/2022","08/30/2023","View","View","www.icico.mx",
"CAR1415","N/A","CARC1400","INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC","COMUNIDAD DE CAPULALPAM DE MENDEZ","Carbono, Agua y Biodiversidad Ind�gena Capul�lpam","","","TUV SUD America, Inc.","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Capul�lpam de M�ndez, Oaxaca","OAXACA","MX","","1. No Poverty;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;13. Climate Action;15. Life on Land","","23424","12/22/2020","12/01/2021","View","View","www.icico.mx",
"CAR1854","N/A","CARC1400","INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC","Comunidad Santo Domingo Chontecomatl�n","Carbono, Agua y Biodiversidad Ind�gena Chontecomatl�n","","","","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Santo Domingo Chontecomatl�n","OAXACA","MX","","1. No Poverty;2. Zero Hunger;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;13. Climate Action;15. Life on Land","","4144","07/16/2024","09/30/2025","View","View","www.icicoac.org",
"CAR1532","N/A","CARC1400","INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC","COMUNIDAD DE SANTIAGO COMALTEPEC","Carbono, Agua y Biodiversidad Ind�gena Comaltepec","","","TUV SUD America, Inc.","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Oaxaca de J�arez","OAXACA","MX","","1. No Poverty;3. Good Health and Well-Being;6. Clean Water and Sanitation;10. Reduced Inequalities;13. Climate Action","","75972","03/03/2022","11/07/2022","View","View","www.icico.mx",
"CAR1461","N/A","CARC1400","INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC","COMUNIDAD IXTLAN DE JUAREZ","Carbono, Agua y Biodiversidad Ind�gena Ixtl�n","","","TUV SUD America, Inc.","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Ixtl�n de Ju�rez, Oaxaca","OAXACA","MX","","2. Zero Hunger;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;13. Climate Action;15. Life on Land","","94938","03/10/2021","12/01/2021","View","View","www.icico.mx",
"CAR1531","N/A","CARC1400","INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC","COMUNIDAD DE SANTA MARIA JALTIANGUIS","Carbono, Agua y Biodiversidad Ind�gena Jaltianguis","","","TUV SUD America, Inc.","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Comunidad de Santa Mar�a Jaltianguis","OAXACA","MX","","1. No Poverty;2. Zero Hunger;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land","","17651","02/03/2022","07/21/2022","View","View","www.icico.mx",
"CAR1399","N/A","CARC1400","INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC","COMUNIDAD DE LA TRINIDAD IXTLAN","Carbono, Agua y Biodiversidad Ind�gena La Trinidad","","","TUV SUD America, Inc.","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Oaxaca de Ju�rez","OAXACA","MX","","2. Zero Hunger;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;13. Climate Action;15. Life on Land","","24053","12/22/2020","04/05/2021","View","View","www.icico.mx",
"CAR1855","N/A","CARC1400","INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC","Comunidad Santo Domingo Lachivito","Carbono, Agua y Biodiversidad Ind�gena Lachivit�","","","","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Santo Domingo Lachivit�","OAXACA","MX","","1. No Poverty;2. Zero Hunger;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;13. Climate Action;15. Life on Land","","1065","07/16/2024","09/30/2025","View","View","www.icicoac.org",
"CAR1956","N/A","CARC1400","INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC","Comunidad San Vicente Lachixio","Carbono, Agua y Biodiversidad Ind�gena Lachixio","","","","Forestry - MX","Registered","Not ARB or WA ECO Eligible","San Vicente Lachixio","OAXACA","MX","","1. No Poverty;2. Zero Hunger;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;13. Climate Action;15. Life on Land","","13724","07/16/2024","09/30/2025","View","View","www.icicoac.org",
"CAR1955","N/A","CARC1400","INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC","Comunidad San Pedro Leapi","Carbono, Agua y Biodiversidad Ind�gena Leapi","","","","Forestry - MX","Registered","Not ARB or WA ECO Eligible","San Pedro Leapi.","OAXACA","MX","","1. No Poverty;2. Zero Hunger;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;13. Climate Action;15. Life on Land","","8702","07/16/2024","09/30/2025","View","View","www.icicoac.org",
"CAR1443","N/A","CARC1400","INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC","SAN MIGUEL MANINALTEPEC","Carbono, Agua y Biodiversidad Ind�gena Maninaltepec","","","TUV SUD America, Inc.","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Oaxaca de Ju�rez","OAXACA","MX","","1. No Poverty;2. Zero Hunger;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land","","43037","12/22/2020","04/05/2021","View","View","www.icico.mx",
"CAR1462","N/A","CARC1400","INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC","SAN JUAN METALTEPEC","Carbono, Agua y Biodiversidad Ind�gena Metaltepec","","","TUV SUD America, Inc.","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Oaxaca de Ju�rez","OAXACA","MX","","","","13492","03/10/2021","07/21/2022","View","View","www.icico.mx",
"CAR1463","N/A","CARC1400","INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC","COMUNIDAD DE SANTA MARIA PE�OLES","Carbono, Agua y Biodiversidad Ind�gena Pe�oles","","","TUV SUD America, Inc.","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Santa Mar�a Pe�olez","OAXACA","MX","","1. No Poverty;2. Zero Hunger;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;13. Climate Action","","80221","03/10/2021","07/21/2022","View","View","www.icico.mx",
"CAR1464","N/A","CARC1400","INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC","COMUNIDAD DE SAN BARTOLOME LOXICHA","Carbono, Agua y Biodiversidad Ind�gena San Bartolom�","","","","Forestry - MX","Registered","Not ARB or WA ECO Eligible","San Bartolom� Loxicha","OAXACA","MX","","","","88239","03/10/2021","08/30/2023","View","View","www.icico.mx",
"CAR1856","N/A","CARC1400","INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC","Comunidad San Francisco Coatl�n","Carbono, Agua y Biodiversidad Ind�gena San Francisco","","","","Forestry - MX","Registered","Not ARB or WA ECO Eligible","San Francisco Coatl�n","OAXACA","MX","","1. No Poverty;2. Zero Hunger;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;13. Climate Action;15. Life on Land","","7119","07/16/2024","09/30/2025","View","View","www.icicoac.org",
"CAR1857","N/A","CARC1400","INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC","Comunidad San Gabriel Mixtepec","Carbono, Agua y Biodiversidad Ind�gena San Gabriel","","","TUV SUD America, Inc.","Forestry - MX","Listed","Not ARB or WA ECO Eligible","San Gabriel Mixtepec","OAXACA","MX","","","","","07/16/2024","","View","View","www.icicoac.org",
"CAR1411","N/A","CARC1400","INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC","COMUNIDAD DE SANTIAGO XIACUI","Carbono, Agua y Biodiversidad Ind�gena Xiacu�","","","TUV SUD America, Inc.","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Oaxaca de Ju�rez","OAXACA","MX","","2. Zero Hunger;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;13. Climate Action;15. Life on Land","","48743","12/22/2020","04/05/2021","View","View","www.icico.mx",
"CAR1599","N/A","CARC1598","Toroto SAPI de CV","Carlos A Madrazo","Carlos A Madrazo","","","Asociacion de Normalizacion y Certificacion, S.A. de C.V.","Forestry - MX","Completed","Not ARB or WA ECO Eligible","Calakmul","CAMPECHE","MX","","","","","08/06/2022","","View","View","www.toroto.mx/en/projects",
"CAR1317","CALS6317","","California Bioenergy, LLC","California Bioenergy, LLC","CE&S Dairy","ABEC #4 LLC","California Bioenergy LLC","SES, Inc.","Livestock - ARB Compliance","Registered","Active ARB Project","Bakersfield","CALIFORNIA","US","","","","195284","09/05/2018","09/03/2019","View","View","http://calbioenergy.com/",
"CAR866","N/A","","ClimeCo LLC","ClimeCo LLC","Cedar Grove - Maple Valley OWC Composting Project","","","Agri-Waste Technology, Inc.","Organic Waste Composting","Registered","Not ARB or WA ECO Eligible","King County","WASHINGTON","US","","6. Clean Water and Sanitation;11. Sustainable Cities and Communities;12. Responsible Consumption and Production;13. Climate Action","","485674","08/11/2011","11/16/2012","View","View","",
"CAR825","N/A","","ClimeCo LLC","ClimeCo LLC","Cedar Grove Composting","","","Agri-Waste Technology, Inc.","Organic Waste Composting","Registered","Not ARB or WA ECO Eligible","Everett, Washington","WASHINGTON","US","","6. Clean Water and Sanitation;11. Sustainable Cities and Communities;12. Responsible Consumption and Production;13. Climate Action","","215401","05/26/2011","10/26/2012","View","View","http://www.cedar-grove.com/",
"CAR764","N/A","","Cedar Rapids Linn County Solid Waste Agency","Cedar Rapids Linn County Solid Waste Agency","Cedar Rapids Linn County Solid Waste Agency Landfill Gas Project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Linn County","IOWA","US","","","","66848","09/16/2010","","View","View","",
"CAR2148","N/A","","3Degrees Group, Inc","3Degrees Group, Inc","Central Florida Citrus Restoration","","","","Biochar","Listed","Not ARB or WA ECO Eligible","Highlands County and Polk County","FLORIDA","US","","","","","08/12/2025","","View","View","",
"CAR644","N/A","","Central Clean Energy, LLC","Central Clean Energy, LLC","Central LFG to Energy Project","","","SCS Global Services","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Mahoning County, Ohio","OHIO","US","","","Project cancelled by developer and account closed 2/8/2013","19751","05/27/2010","02/08/2011","View","View","",
"CAR479","N/A","","Camco International Group, Inc.","Camco International Group, Inc.","Central Sands Dairy LLC","Camco International Group, Inc.","N/A","","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Nekoosa","WISCONSIN","US","","","","53826","09/24/2009","08/25/2010","View","View","",
"CAR1123","CALS5123������������","","Camco Offsets I, LLC","Camco Offsets I, LLC","Central Sands Dairy, LLC","Central Sands Dairy, LLC","Camco Offsets I, LLC","","Livestock - ARB Compliance","Completed","Terminated","Nekoosa","WISCONSIN","US","","","Missed OPDR deadline","91170","02/03/2015","04/19/2016","View","View","",
"CAR502","N/A","","Central Sanitary Landfill, Inc.","Central Sanitary Landfill, Inc.","Central Sanitary Landfill","","","","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Pierson","MICHIGAN","US","","","","545401","11/10/2009","02/08/2011","View","View","",
"CAR2291","CAMM7291","","Keyrock Environment,LLC","Keyrock Environment,LLC","CERP 2","Keyrock Environment LLC","None","First Environment of California, Inc.","Mine Methane Capture - ARB Compliance","Listed","Proposed Project","Carlinville","ILLINOIS","US","","","","","05/07/2026","","View","View","none",
"CAR2294","CAMM7294","","Keyrock Environment,LLC","Keyrock Environment,LLC","CERP 3","Keyrock Environment LLC","None","First Environment of California, Inc.","Mine Methane Capture - ARB Compliance","Listed","Proposed Project","Farmersville","ILLINOIS","US","","","","","05/07/2026","","View","View","none",
"CAR2061","CAMM7061","","Keyrock Environment,LLC","Keyrock Environment,LLC","CERP1 Abandoned Mine Methane Recovery Project","Keyrock Environment LLC","None","First Environment of California, Inc.","Mine Methane Capture - ARB Compliance","Registered","Active ARB Project","Johnson City","TENNESSEE","US","","","","73504","12/23/2024","06/30/2025","View","View","",
"CAR1215","CAFR5315","","The Nature Conservancy","The Nature Conservancy","CF Ataya IFM","CF Ataya LLC","None","S&A Carbon, LLC","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Campbell & Claiborne Counties","TENNESSEE","US","","","","3727067","10/29/2015","05/18/2018","View","View","",
"CAR1348","N/A","CARC1519","ASOCIACI�N DE SILVICULTORES DE LA REGI�N FORESTAL PACHUCA Y TULANCINGO, A.C.","Ejido Chacalapa","Chacalapa - ASRTulancingo","","","Asociacion de Normalizacion y Certificacion, S.A. de C.V.","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Cuautepec, Chacalapa","HIDALGO","MX","","","","2665","06/24/2019","03/09/2021","View","View","",
"CAR2129","CAMM7129","","Keyrock Environment,LLC","Keyrock Environment,LLC","Chamness Methane Recovery Project","Keyrock Environment,LLC","None","","Mine Methane Capture - ARB Compliance","Registered","Proposed Project","Royalton, IL 62983","ILLINOIS","US","","","","64379","04/18/2025","02/02/2026","View","View","none",
"CAR1275","CALS5375","","Ag Methane Advisors, LLC","Ag Methane Advisors, LLC","Chaput Family Farms","Chaput Family Farms","Ag Methane Advisors, LLC","Agri-Waste Technology, Inc.","Livestock - ARB Compliance","Registered","Active ARB Project","North Troy","VERMONT","US","","","","35524","09/29/2017","11/13/2020","View","View","",
"CAR457","N/A","","Charleston Clean Energy LLC","Charleston Clean Energy LLC","Charleston Landfill Gas Utilization Project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Charleston, West Virginia","WEST VIRGINIA","US","","","","141190","07/22/2009","04/07/2011","View","View","",
"CAR627","N/A","","Anew Environmental, LLC","Anew Environmental, LLC","Charlotte County Zemel Road Landfill Gas Capture Project","","","First Environment, Inc.","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Charlotte County, FL","FLORIDA","US","","","","185646","02/07/2020","05/04/2012","View","View","",
"CAR424","N/A","","Chautauqua County","Chautauqua County","Chautauqua County","","","NSF Certification LLC","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Ellery, New York","NEW YORK","US","","","Exceeded regulatory threshold requiring LFG Destruction 6/2010. No longer eligible for crediting","459916","05/04/2009","07/23/2009","View","View","79.319016",
