"Program","Project ID","Project Name","Proponents","Authorized Representative Organization Name","Sectoral Scope","PUBLIC_VIEW_REPORTS_PROJECTS.pubReportsProjectsList.AFOLUActivities","Methodology","Estimated Average Annual Emission Reductions and Carbon Dioxide Removals","Sustainable Development Contributions","Validator","Region","Country","State/Province","Estimated Project Start Date","Crediting Period Duration Start Date","Crediting Period Duration End Date","Crediting Period Term","Project Registration Date","Status"
"Verified Carbon Standard","5888","Developing Voluntary Carbon Market Projects for Tree Plantations in the State of Assam","Assam Environment and Forest Department (AEFD)","","Agriculture Forestry and Other Land Use","ARR","VM0047 (Version NA)","54765","","","Asia","India","Assam","01 Jul 2023","01 Jul 2023","30 Jun 2063","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","2470","Development of Programmatic CDM Project for SWH installation under MNRE, UNDP/GEF Global Solar Water Heating Market Transformation and Strengthening Initiatives: India Country Programme – CPA 0001","G K Energy Marketers Pvt. Ltd","","Energy industries (renewable/non-renewable sources)","","AMS-I.J. (Version NA), AMS-I.L. (Version NA)","8832","","","Asia","India","Maharashtra","16 Apr 2012","15 Feb 2013","14 Feb 2023","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","6031","Devincs LLP CBG Project","Devnics LLP (PP)","","Transport, Waste handling and disposal","","AMS-III.AO. (Version NA), AMS-III.AQ. (Version NA), AMS-III.D. (Version NA)","44450","","VKU Certification Private Limited","Asia","India","Haryana","01 Apr 2025","01 Apr 2025","31 Mar 2032","1","","Pipeline listing requested (under development)"
"Verified Carbon Standard","1263","DGKCC municipal solid waste management bundled project","Multiple Project Proponents","","Waste handling and disposal","","Methodology Under Development (Version NA)","40658","","Germanischer Lloyd Certification GmbH (GLC)","Asia","Pakistan","","01 Jan 2016","01 Jan 2016","31 Dec 2025","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","2061","Diadema II Wind Farm","E G Wind S.A. (PP)","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 20)","57872","","Colombian Institute for Technical Standards and Certification (ICONTEC)","Latin America","Argentina","Chubut Province","18 Sep 2019","18 Sep 2019","17 Sep 2029","1","13 Jul 2020","Late to Verify"
"Verified Carbon Standard","3300","Diamond Dairy Vermifiltration","3Degrees Group, Inc..","","Livestock, enteric fermentation, and manure management","","AMS-III.Y. (Version NA)","9000","","","North America","United States of America","OR","01 Sep 2022","01 Sep 2022","31 Aug 2029","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","273","Diaobingshan New-built 49.5MW Wind Power Station Project","Three Gorges New Energy Diaobingshan Wind Power Co., Ltd.","","Energy industries (renewable/non-renewable sources)","","ACM0002 (Version 6)","107541","","Det Norske Veritas Climate Change Services AS (DNV)","Asia","Mainland China","Liaoning Province","02 Feb 2008","02 Feb 2018","01 Feb 2028","2","06 Apr 2020","Late to Verify"
"Verified Carbon Standard","4932","DICLE DIYARBAKIR LFG PROJECT","Multiple Project Proponents","","Energy industries (renewable/non-renewable sources)","","ACM0001 (Version NA)","151932","","EcoLance Private Limited","Middle East","Turkey","BAGLAR DISTRICT","11 Jun 2021","11 Jun 2021","10 Jun 2028","1","04 Nov 2025","Registered"
"Verified Carbon Standard","5158","Diebu Improved Grassland Management Project","Zhejiang Zhongzheng Forestry Development Co.,Ltd (PP)","","Agriculture Forestry and Other Land Use","ALM","VM0026 (Version NA)","37728","","","Asia","Mainland China","","01 Aug 2021","01 Aug 2021","31 Jul 2061","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","5669","DIMITRA CARBON: MEXICO CONSERVATION PROJECT","DIMITRA BRAZIL LTDA (PP)","","Agriculture Forestry and Other Land Use","ARR,REDD","VM0047 (Version NA)","155694","","Colombian Institute for Technical Standards and Certification (ICONTEC)","Latin America","Mexico","Nayarit","07 Jul 2025","07 Jul 2025","06 Jul 2045","1","","Under validation (Public comment period closed)"
"Verified Carbon Standard","5998","DIMITRA CARBONO RORAIMA PROJECT","DIMITRA BRAZIL LTDA (PP)","","Agriculture Forestry and Other Land Use","REDD","VM0015 (Version NA)","175168","","","Latin America","Brazil","Roraima","15 Aug 2026","15 Aug 2026","14 Aug 2046","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","184","Dingen-Methan 1, Utilization of Coal-Mine-Methane","Carbon-TF B.V.","","Mining/mineral production","","ACM0008 (Version NA)","62754","","TÜV NORD CERT GmbH","Europe","Germany","Castrop-Rauxel","01 Jan 2006","01 Nov 2006","31 Oct 2016","1","06 Apr 2020","Late to Verify"
"Verified Carbon Standard","3161","Displacement of firewood by household biogas stoves in India","Greneity Infocom Service Pvt Ltd (PP)","","Energy industries (renewable/non-renewable sources)","","AMS-I.E. (Version NA)","51409","","TÜV SÜD South Asia Private Limited","Asia","India","Telangana","01 Sep 2020","01 Sep 2020","31 Aug 2030","1","10 Jan 2023","Registered"
"Verified Carbon Standard","3742","Distributed Renewable Energy Program for People and Planet","GEAPP ServiceCO (India) Private Limited","","Energy industries (renewable/non-renewable sources)","","AMS-I.F. (Version NA)","92663","","4K Earth Science Private Limited","Asia","India","","23 Jun 2021","23 Jun 2021","22 Jun 2031","1","27 Dec 2024","Registered"
"Verified Carbon Standard","5855","Distribution and Installation of New Energy-Efficient Cookstoves (ICS) in Laos","Bridge Carbon SGT Asia Stoves Private Limited (PP)","","Energy demand","","VM0050 (Version NA)","106828","","","Asia","Lao People's Democratic Republic","","01 Jan 2026","01 Jan 2026","31 Dec 2035","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","3159","Distribution of energy efficient cookstove in India-3","Greneity Infocom Service Pvt Ltd (PP)","","Energy demand","","VMR0006 (Version NA)","40152","","Carbon Check (India) Private Ltd.","Asia","India","India countrywide","01 Jun 2021","01 Jun 2021","31 May 2031","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","3157","Distribution of energy efficient cookstoves in India-1","Greneity Infocom Service Pvt Ltd (PP)","","Energy demand","","VMR0006 (Version NA)","37417","","Carbon Check (India) Private Ltd.","Asia","India","India","01 Jun 2021","01 Jun 2021","31 May 2031","1","","Pipeline listing (under development) approved"
"Verified Carbon Standard","3158","Distribution of energy efficient cookstoves in India-2","Greneity Infocom Service Pvt Ltd (PP)","","Energy demand","","VMR0006 (Version 1.1)","201152","","TÜV SÜD South Asia Private Limited","Asia","India","","01 Apr 2021","01 Apr 2021","31 Mar 2031","1","21 Dec 2022","Withdrawn"
"Verified Carbon Standard","3160","Distribution of energy efficient cookstoves in India-4","Greneity Infocom Service Pvt Ltd (PP)","","Energy demand","","VMR0006 (Version 1.1)","170317","","TÜV SÜD South Asia Private Limited","Asia","India","Jharkhand, various states of India","01 Apr 2021","01 Apr 2021","31 Mar 2031","1","20 Dec 2022","Withdrawn"
"Verified Carbon Standard","4386","Distribution of Fuel Efficient Improved Cookstoves in Ethiopia","Green Wave Africa Pty Ltd (PP)","","Energy demand","","VMR0006 (Version NA)","1788715","","Carbon Check (India) Private Ltd.","Africa","Ethiopia","","01 Oct 2023","01 Oct 2023","30 Sep 2030","1","","Under validation (Public comment period closed)"
"Verified Carbon Standard","3658","DISTRIBUTION OF FUEL EFFICIENT IMPROVED COOKSTOVES IN INDIA","SB Agri Renewable Private Limited (PP)","","Energy demand","","VMR0006 (Version 1.1)","103850","","Tuev Sued Industrie Service GmbH (Tuev Sued)","Asia","India","Maharastra","01 Mar 2021","01 Mar 2021","29 Feb 2028","1","27 Aug 2024","Registered"
"Verified Carbon Standard","4252","Distribution of fuel efficient improved cookstoves in Kenya and Uganda","Green Wave Africa Pty Ltd (PP)","","Energy demand","","VMR0006 (Version NA)","1839530","","Carbon Check (India) Private Ltd.","Africa","Kenya","","01 Aug 2023","01 Aug 2023","31 Jul 2030","1","","Under validation (Public comment period closed)"
"Verified Carbon Standard","4385","Distribution of Fuel Efficient Improved Cookstoves in Tanzania","Green Wave Africa Pty Ltd (PP)","","Energy demand","","VMR0006 (Version NA)","3740040","","Carbon Check (India) Private Ltd.","Africa","Tanzania, United Republic of","","01 Oct 2023","01 Oct 2023","30 Sep 2030","1","","Under validation (Public comment period closed)"
"Verified Carbon Standard","2983","Distribution Of high Efficient Cook Stoves","Green Solutions (PP)","","Energy demand","","VMR0006 (Version 1.1)","49197","","LGAI Technological Center, S.A. (Applus+ Certification)","","India","","24 Dec 2020","24 Dec 2020","23 Dec 2027","1","15 Jan 2024","Registered"
"Verified Carbon Standard","4817","Distribution of highly efficient cookstove in Odisha (India)","VISTA GREEN ORGANICS (PP)","","Energy demand","","AMS-II.G. (Version NA), VMR0006 (Version NA)","74221","","4K Earth Science Private Limited","Asia","India","Odisha","15 Feb 2023","15 Feb 2023","14 Feb 2033","1","","Registration and verification approval requested"
"Verified Carbon Standard","3245","DISTRIBUTION OF HOUSEHOLD BIOGAS IN RURAL AREAS OF INDIA-2","Greneity Infocom Service Pvt Ltd (PP)","","Energy industries (renewable/non-renewable sources)","","AMS-I.E. (Version NA)","35347","","Carbon Check (India) Private Ltd.","Asia","India","Kerala, Bihar","01 Feb 2021","01 Feb 2021","31 Jan 2031","1","05 Jun 2023","Withdrawn"
"Verified Carbon Standard","2438","Distribution of Improved cook stove - Phase 10","G K Energy Marketers Pvt. Ltd","","Energy demand","","AMS-II.G. (Version 3)","12619","","TÜV SÜD South Asia Private Limited","Asia","India","Maharashtra","27 Jul 2011","27 Nov 2012","26 Nov 2022","1","30 Sep 2022","Registered"
"Verified Carbon Standard","2415","Distribution of Improved cook stove - Phase 11","G K Energy Marketers Pvt. Ltd","","Energy demand","","AMS-II.G. (Version 3)","13428","","KBS Certification Services Limited","Asia","India","Maharashtra","18 Jul 2011","18 Dec 2012","17 Dec 2022","1","26 Nov 2021","Registered"
"Verified Carbon Standard","2416","Distribution of Improved cook stove - Phase 12","G K Energy Marketers Pvt. Ltd","","Energy demand","","AMS-II.G. (Version 3)","13930","","TÜV SÜD South Asia Private Limited","Asia","India","Maharashtra","01 Oct 2012","03 Dec 2012","02 Dec 2022","1","13 Dec 2022","Registered"
"Verified Carbon Standard","2417","Distribution of Improved cook stove - Phase 13","G K Energy Marketers Pvt. Ltd","","Energy demand","","AMS-II.G. (Version 3)","13420","","TÜV SÜD South Asia Private Limited","Asia","India","Maharashtra","03 Oct 2012","03 Oct 2012","02 Oct 2022","1","07 Dec 2022","Registered"
"Verified Carbon Standard","2428","Distribution of Improved cook stove - Phase 14","G K Energy Marketers Pvt. Ltd","","Energy demand","","AMS-II.G. (Version 3)","13050","","TÜV SÜD South Asia Private Limited","Asia","India","Maharashtra","04 Oct 2012","04 Oct 2012","03 Oct 2022","1","07 Dec 2022","Registered"
"Verified Carbon Standard","2430","Distribution of Improved cook stove - Phase 16","G K Energy Marketers Pvt. Ltd","","Energy demand","","AMS-II.G. (Version 4)","12945","","TÜV SÜD South Asia Private Limited","Asia","India","Maharashtra","05 Oct 2012","16 Dec 2012","15 Dec 2022","1","07 Nov 2022","Registered"
"Verified Carbon Standard","2444","Distribution of Improved cook stove - Phase 17","G K Energy Marketers Pvt. Ltd","","Energy demand","","AMS-II.G. (Version 4)","12945","","TÜV SÜD South Asia Private Limited","Asia","India","Maharashtra","02 Oct 2012","04 Dec 2012","03 Dec 2022","1","07 Dec 2022","Registered"
"Verified Carbon Standard","2439","Distribution of Improved cook stove - Phase 18","G K Energy Marketers Pvt. Ltd","","Energy demand","","AMS-II.G. (Version 4)","12945","","TÜV SÜD South Asia Private Limited","Asia","India","Maharashtra","06 Oct 2012","06 Oct 2012","05 Oct 2022","1","03 Jan 2023","Registered"
"Verified Carbon Standard","2448","Distribution of Improved cook stove - Phase 19","G K Energy Marketers Pvt. Ltd","","Energy demand","","AMS-II.G. (Version 4)","12900","","TÜV SÜD South Asia Private Limited","Asia","India","Maharashtra","02 Oct 2012","05 Dec 2012","04 Dec 2022","1","06 Feb 2023","Registered"
"Verified Carbon Standard","2440","Distribution of Improved cook stove - Phase 20","G K Energy Marketers Pvt. Ltd","","Energy demand","","AMS-II.G. (Version 4)","12855","","TÜV SÜD South Asia Private Limited","Asia","India","Maharashtra","07 Oct 2012","07 Oct 2012","06 Oct 2022","1","08 Dec 2022","Registered"
"Verified Carbon Standard","2447","Distribution of Improved cook stove - Phase 21","G K Energy Marketers Pvt. Ltd","","Energy demand","","AMS-II.G. (Version NA)","13035","","TÜV SÜD South Asia Private Limited","Asia","India","Maharashtra","03 Oct 2012","03 Oct 2012","02 Oct 2022","1","04 Dec 2022","Registered"
"Verified Carbon Standard","2441","Distribution of Improved cook stove - Phase 22","G K Energy Marketers Pvt. Ltd","","Energy demand","","AMS-II.G. (Version 4)","12766","","TÜV SÜD South Asia Private Limited","Asia","India","Maharashtra","08 Oct 2012","08 Oct 2012","07 Oct 2022","1","13 Jan 2024","Registered"
"Verified Carbon Standard","2446","Distribution of Improved cook stove - Phase 23","G K Energy Marketers Pvt. Ltd","","Energy demand","","AMS-II.G. (Version 4)","12945","","TÜV SÜD South Asia Private Limited","Asia","India","Maharashtra","18 Apr 2012","06 Dec 2012","05 Dec 2022","1","07 Dec 2022","Registered"
"Verified Carbon Standard","2442","Distribution of Improved cook stove - Phase 24","G K Energy Marketers Pvt. Ltd","","Energy demand","","AMS-II.G. (Version 4)","12675","","TÜV SÜD South Asia Private Limited","Asia","India","Maharashtra","25 Mar 2012","17 Dec 2012","16 Dec 2022","1","09 Dec 2022","Registered"
"Verified Carbon Standard","2443","Distribution of Improved cook stove - Phase 25","G K Energy Marketers Pvt. Ltd","","Energy demand","","AMS-II.G. (Version 4)","12810","","TÜV SÜD South Asia Private Limited","Asia","India","Maharashtra","20 Apr 2012","07 Dec 2012","06 Dec 2022","1","07 Nov 2022","Registered"
"Verified Carbon Standard","2435","Distribution of Improved cook stove - Phase 7","G K Energy Marketers Pvt. Ltd","","Energy demand","","AMS-II.G. (Version 3)","12999","","KBS Certification Services Limited","Asia","India","Maharashtra","03 Sep 2011","15 Dec 2012","14 Dec 2022","1","14 Jun 2023","Registered"
"Verified Carbon Standard","2436","Distribution of Improved cook stove - Phase 8","G K Energy Marketers Pvt. Ltd","","Energy demand","","AMS-II.G. (Version 3)","12627","","TÜV SÜD South Asia Private Limited","Asia","India","Maharashtra","01 Nov 2012","08 Nov 2012","07 Nov 2022","1","06 Oct 2022","Registered"
"Verified Carbon Standard","2437","Distribution of Improved cook stove - Phase 9","G K Energy Marketers Pvt. Ltd","","Energy demand","","AMS-II.G. (Version 3)","13196","","TÜV SÜD South Asia Private Limited","Asia","India","Maharashtra","13 Oct 2011","15 Nov 2012","14 Nov 2022","1","04 Dec 2022","Registered"
"Verified Carbon Standard","2422","Distribution of Improved cook stove - Phase I","G K Energy Marketers Pvt. Ltd","","Energy demand","","AMS-II.G. (Version 3)","12644","","TÜV SÜD South Asia Private Limited","Asia","India","Maharashtra","26 Oct 2012","28 Oct 2012","27 Oct 2022","1","07 Dec 2022","Registered"
"Verified Carbon Standard","2423","Distribution of Improved cook stove - Phase II","G K Energy Marketers Pvt. Ltd","","Energy demand","","AMS-II.G. (Version NA)","12644","","TÜV SÜD South Asia Private Limited","Asia","India","Maharashtra","25 Mar 2010","14 Nov 2012","13 Nov 2022","1","21 Feb 2023","Registered"
"Verified Carbon Standard","2424","Distribution of Improved cook stove - Phase III","G K Energy Marketers Pvt. Ltd","","Energy demand","","AMS-II.G. (Version 3)","13125","","TÜV SÜD South Asia Private Limited","Asia","India","Maharashtra","02 Mar 2010","02 Dec 2012","01 Dec 2022","1","08 Dec 2022","Registered"
