,Project ID,Project Name,Country,Other Countries Involved,Methodology,Project Size,Investment Analysis Option,Barrier Analysis,Emission Factor Data Vintage,Emission Factor Weights,Validator,Estimated Emission Reductions,Actual Emission Reductions
0,IGES06570,Gansu Zhuoni Niuzi 30MW Hydropower Project,China,"Netherlands, Kingdom of the",ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,DNV-CUK,1605721.5616438356,696212.0
590,IGES06382,Yunnan Weixi Gedeng Hydropower Project,China,Multiple Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.25:0.75,TUEV-SUED,628705.0000000001,99825.0
591,IGES06044,Fujian Zhangpu Liuao 45MW Wind Power Project,China,"Netherlands, Kingdom of the",ACM0002;,LARGE,Benchmark Analysis,done,ex ante,0.75:0.25,TUEV-SUED,1561496.4931506847,305345.0
592,IGES05851,Gansu Datang Yumen 49 MW Wind Power Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,done,ex ante,0.75:0.25,DNV-CUK,1790950.6027397262,369745.0
593,IGES07880,Chongqing Youyang County Youchou Hydropower Station Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,CEC,4833045.0,0.0
594,IGES06053,Inner Mongolia Zhuozi 40MW Wind Power Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,done,ex ante,0.75:0.25,TUEV-SUED,1802241.616438356,322927.0
595,IGES09655,Shanxi Pinglu Baiyushan Wind Farm Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,ERM-CVS,1805419.0,0.0
596,IGES03034,Inner Mongolia Datang International Zhuozi phase IV wind farm project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,TUEV-RHEIN,2060888.2630136986,0.0
597,IGES03054,Inner Mongolia Urad Houqi Wuliji Wind Power Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,BVQI,2357589.432876712,142238.0
598,IGES07694,Yantai Dongyuan 25.5 MW Wind Farm Project Phase I,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,KFQ,952000.0,0.0
599,IGES07141,Gansu Jingtai 45MW Wind Power Project,China,Sweden,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,TUEV-RHEIN,1493961.0,244854.0
600,IGES07732,Inner Mongolia Zhuozi II Wind Power Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,TUEV-RHEIN,2158114.0,153006.0
601,IGES09062,Green Energy Project at Kutch by Powerica Limited,India,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,LRQA Ltd,1106308.0,0.0
602,IGES07624,Gansu Datang Changma Wind Power Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,done,ex ante,0.75:0.25,DNV-CUK,8157912.0,282196.0
603,IGES07376,Inner Mongolia Chayouhouqi Hongmu 48 MW Wind Power Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV-CUK,2250871.0,276088.0
604,IGES00598,Inner Mongolia Datang International Hongmu Phase II Wind Farm Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,TUEV-RHEIN,2163329.747945206,0.0
605,IGES06124,Tianji Group Line 3 N2O Abatement Project,China,Multiple Additional Countries,ACM0019;,LARGE,Simple Cost Analysis,None,N.A.,N.A.,SGS-UKL,12006358.0,1815580.0
606,IGES09968,Datang New Energy Chayouhouqi Hanwula Wind Farm Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,CQC,2018422.0,0.0
607,IGES07945,Datang Duolun Daxishan Farm II,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,TUEV-RHEIN,1288693.0,113613.0
608,IGES06547,Sichuan Pingwu Xiannvbao Hydropower Station,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,TUEV-SUED,4230093.0,447204.0
609,IGES00970,Guangxi Qiaogong Hydropower Project,China,Japan,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,TUEV-SUED,23412406.22739726,655465.0
610,IGES07936,Datang Duolun Daxishan phase III Wind Farm project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,TUEV-RHEIN,2153403.0,186546.0
611,IGES09561,Datang Dongping Wind Power Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,TUEV-SUED,1721209.0,0.0
612,IGES07140,Yantai Dongyuan Laizhou 48.5 MW Wind Farm Project Phase I,China,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,RWTUV,1701539.0,479626.0
613,IGES06377,Yunnan Weixi Jicha Hydropower Project,China,Multiple Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.25:0.75,TUEV-SUED,637223.9999999999,90071.0
614,IGES07470,Inner Mongolia Zhuozi III Wind Power Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV-CUK,2395484.0,272266.0
615,IGES10599,Sichuan Golden-Elephant Sincerity Line 4 N2O Abatement Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0019;,LARGE,None,N2O,N.A.,N.A.,BVQI,2219392.0,0.0
616,IGES10595,Sichuan Golden-Elephant Sincerity Line 3 N2O Abatement Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0019;,LARGE,None,N2O,N.A.,N.A.,BVQI,2219392.0,0.0
617,IGES08800,Yunnan Wanjiakouzi Hydro Power Project,China,"Netherlands, Kingdom of the",ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,ERM-CVS,7444045.000000001,0.0
618,IGES09171,Yunnan Puer Mengyejiang Hydro Power Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,ERM-CVS,3225586.0,0.0
619,IGES10865,Datang Jia County Yunyang Wind Farm Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,RWTUV,1126734.0,0.0
620,IGES09490,Taijiying Wind Farm Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,TUEV-SUED,2061136.0,0.0
621,IGES02559,Gansu Jingtai Xingquan Localization Wind Power Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV-CUK,1591471.0000000002,0.0
622,IGES09446,Henan Yuxi Yanshan Wind Power Project,China,France,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,RWTUV,1620430.0000000002,0.0
623,IGES00646,CGN Qinghai Xitieshan Phase II 30MWp Grid-connected Solar PV Power Generation Project,China,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,RINA,866165.9999999999,0.0
624,IGES07084,Gansu Yumen Diwopu Wind Power Project,China,Sweden,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV-CUK,1889335.0,201413.0
625,IGES05471,Saihanba East 45.05 MW Windfarm Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,done,ex ante,0.75:0.25,DNV-CUK,2198266.0,397231.0
626,IGES05794,Inner Mongolia Chifeng Saihanba West 30.6 MW Wind Farm Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,done,ex ante,0.75:0.25,DNV-CUK,1539648.410958904,256546.0
627,IGES05478,Saihanba North 45.05 MW Windfarm Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,done,ex ante,0.75:0.25,DNV-CUK,2198266.0,488022.0
628,IGES00590,Grid Connected Wind Power Project by M/s. Giriraj Enterprises in Madhya Pradesh,India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,LRQA Ltd,504322.00000000006,106069.0
629,IGES09515,"Grid Connected Wind Power Project by M/s. D. J. Malpani at Ratan Ka Bas (RKB), Rajasthan",India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,LRQA Ltd,158466.0,30075.0
630,IGES10102,10 MW solar power project by NKG Infrastructure Limited,India,No Additional Countries,AMS-ID;,SMALL,None,Specific small scale,ex ante,0.75:0.25,TUEV-RHEIN,301300.99999999994,102533.0
631,IGES11477,USHODAYA WIND POWER,India,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,TUEV-RHEIN,349608.0,85949.0
632,IGES11452,Qingtongxia (Shashidunliang) Wind Farm Ningxia Datang International 48MW Wind Farm Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,TUEV-RHEIN,1563492.0,0.0
633,IGES10596,Jinsheng Huyang Line 3 N2O Abatement Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0019;,LARGE,None,N2O,N.A.,N.A.,BVQI,2421160.0,0.0
634,IGES10585,Jinsheng Huyang Line 1 N2O Abatement Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0019;,LARGE,None,N2O,N.A.,N.A.,BVQI,2421160.0,0.0
635,IGES10580,Jinsheng Huyang Line 2 N2O Abatement Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0019;,LARGE,None,N2O,N.A.,N.A.,BVQI,2421160.0,0.0
636,IGES09951,Ningxia Tongxin Datang New Energy Phase I Wind Farm Project,China,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,ERM-CVS,1689072.0,0.0
637,IGES00936,"Metro Delhi, India",India,Switzerland,ACM0016;,LARGE,Investment Comparison Analysis & Benchmark Analysis,None,N.A.,N.A.,SQS,10933013.539726028,4186045.0
638,IGES10136,Ningxia Datang International Qingtongxia Solar PV Grid-Connected Power Station Stage II 20MWp Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,TUEV-RHEIN,508557.0,0.0
639,IGES04849,Zhongdiantou Dalian Tuoshan Wind Farm Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,JCI,1887235.0,0.0
640,IGES09950,Ningxia Tongxin (Zhangjiayuan) Wind Farm Project,China,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,ERM-CVS,1690773.0,0.0
641,IGES08426,Inner Mongolia Hohhot Dayuanshan Wind Power Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,RWTUV,1946644.0,0.0
642,IGES09823,Suibin Jicheng Wind Farm Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,CQC,1903586.9999999998,0.0
643,IGES08480,Huaneng Wuchuan Shilatu Wind Farm Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV-CUK,1983334.6465753424,0.0
644,IGES05072,Chongqing Chengkou County Jianjiawan Hydropower Station Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,CEC,860006.0,0.0
645,IGES07172,Inner Mongolia Chifeng Yihegong Windfarm Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,TUEV-RHEIN,2323901.999999999,298527.0
646,IGES06860,Inner Mongolia Meiyaoshan Wind Farm Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,BVQI,2232538.0,151430.0
647,IGES06606,Heilongjiang Beiantun 49.5MW Wind Power Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV-CUK,1960622.9999999998,430441.0
648,IGES10325,Minqin Hongshagang Chenjiaqianjing Nanjing 49.5MW Wind Power Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,JQA,1585422.9999999998,0.0
649,IGES07631,Caojie Hydropower Project on Jiangling River in Chongqing City,China,Japan,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,TECO,22594173.000000004,2273806.0
650,IGES09184,Datang Qiubei Yangxiongshan Wind Power Project,China,France,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV-CUK,1570905.0,0.0
651,IGES11247,Huaneng Dongying Hekou Phase V Wind Farm Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV-CUK,1878751.0,0.0
652,IGES10678,Ningxia Tongxin (Magaozhuang Lixian Yazi) Datang Wind Farm Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,ERM-CVS,1675541.0,0.0
653,IGES09335,Datang Ningxia Ningdong (Baitugang Town Leshuigou) Wind Farm Project,China,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,ERM-CVS,1687763.0,0.0
654,IGES09334,Datang Ningxia Ningdong (Baitugang Town Changliushui) Wind Farm Project,China,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,ERM-CVS,1692914.9999999998,0.0
655,IGES09331,Datang Ningxia Taiyangshan Phase III Wind Farm Project,China,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,ERM-CVS,1687042.0,0.0
656,IGES00602,Ningxia Taiyangshan Phase I Wind Farm Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,TUEV-RHEIN,1713368.9999999998,0.0
657,IGES07181,Dalian Tuoshan Wafangdian Wind Farm Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,RWTUV,2364705.0,251499.0
658,IGES11232,Huaneng Dongying Hekou Phase VI Wind Farm Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV-CUK,1868286.0,0.0
659,IGES09333,Datang Ningxia Taiyangshan Phase II Wind Farm Project,China,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,ERM-CVS,1675142.0,0.0
660,IGES02060,Chongqing Chengkou Baiguoping 10MW Hydropower Station Project,China,No Additional Countries,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.25:0.75,CEC,407378.312328767,0.0
661,IGES02061,Chongqing Chengkou County Bashan Hydropower Station Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,CEC,5563625.224657535,0.0
662,IGES06080,Proactiva Mérida Landfill Gas Capture and Flaring project,Mexico,Switzerland,ACM0001;,LARGE,Simple Cost Analysis,None,N.A.,N.A.,TUEV-SUED,1816233.9999999998,23199.0
663,IGES10713,Hebei Jiheng Sairui Line 2 N2O Abatement Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0019;,LARGE,None,N2O,N.A.,N.A.,JCI,2219392.0,0.0
664,IGES05074,Kezuohou Banner Huadeng 49.5MW Wind Farm Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV-CUK,2149255.1616438357,56348.0
665,IGES08325,Huaneng Tongliao Kailu Jianhua Wind Farm Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV-CUK,12119481.010958904,584215.0
666,IGES06590,Heilongjiang Dajiazishan 49.5MW Wind Power Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV-CUK,2006997.9999999995,414621.0
667,IGES01310,32 MW Baishui River Shiji Hydropower Station Project,China,Japan,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,TUEV-RHEIN,1728566.0,0.0
668,IGES02834,Heilongjiang Huachuan Sujiadian Wind Power Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV-CUK,2073015.0,82722.0
669,IGES10871,Ningxia Angli Lingwu Photovoltaic Grid Connected Power Plant Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,BVQI,918959.9999999999,0.0
670,IGES03061,Inner Mongolia Zhaluteqi Arikunduleng 49.5MW Wind Farm Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV-CUK,2163490.0,0.0
671,IGES08735,Hubei Duhe Pankou Hydropower Plant,China,Multiple Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,JACO,12145623.0,4782891.0
672,IGES07028,Inner Mongolia Chifeng Saihanba Tashanzi Wind Power Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV-CUK,2324448.0000000005,0.0
673,IGES07030,Inner Mongolia Chifeng Saihanba Qingmachang Wind Power Project,China,Sweden,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV-CUK,2344860.0000000005,0.0
674,IGES06631,Inner Mongolia North Longyuan Huitengxile WindFarm Project,China,"Netherlands, Kingdom of the",ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,TUEV-SUED,2012289.9999999998,544949.0
675,IGES05599,Sanquhar and Delta Small Hydro Power Projects,Sri Lanka,No Additional Countries,AMS-ID;,SMALL,None,done,ex ante,0.25:0.75,DNV-CUK,156551.14794520548,69459.0
676,IGES04423,Tongliao Jianhua Erhao 300MW Wind Farm Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV-CUK,13056526.0,0.0
677,IGES02207,Datang Qingyuan Phase II Wind Power Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,BVQI,1185520.0,21953.0
678,IGES00664,Inner Mongolia Linxi Dashuiboluo Wind Farm Phase I Project,China,Sweden,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV-CUK,2280383.364383561,0.0
679,IGES02806,Hebei Shangyi Dongshan Wind Farm Project,China,Germany,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,TUEV-RHEIN,2058868.271232877,563604.0
680,IGES03147,Jilin Baicheng ChaganHot Wind Farm Phase II Project,China,Spain,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.75:0.25,DNV-CUK,603384.5643835617,31999.0
681,IGES04424,Tongliao Zhaluteqi Arikunduleng 49.5 MW Wind Farm Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV-CUK,2183342.0,0.0
682,IGES03048,Inner Mongolia Kezuohouqi Huadeng 49.5MW Wind Farm Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV-CUK,2114315.0,0.0
683,IGES02203,Datang Anzishan Wind Power Project,China,United Kingdom of Great Britain and Northern Ireland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,BVQI,1663744.9424657533,0.0
684,IGES10532,Datang Qixia Sujiadian Wind Farm Phase I Project,China,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,ERM-CVS,1663802.0,0.0
685,IGES09710,Guangxi Liuzhou Luzhai County Luoqingjiang Xi’an Hydropower Project,China,Sweden,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.25:0.75,JACO,676087.9999999999,169052.0
686,IGES11685,Three Gorges New Energy Lichuan Wangying Wind Power Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,ReConsultCert,1388030.0,0.0
687,IGES02857,Henan Dengzhou Biomass cogeneration Project,China,Switzerland,ACM0006;,LARGE,Benchmark Analysis,None,ex ante,0.5:0.5,DNV-CUK,2083487.0000000002,121625.0
688,IGES07149,Hubei Jiugongshan Wind Farm CDM Project,China,No Additional Countries,AMS-ID;,SMALL,None,done,ex ante,0.75:0.25,TUEV-SUED,518336.0,57981.0
689,IGES06669,China Hunan Yuzitang Small Hydropower Project,China,Sweden,AMS-ID;,SMALL,Benchmark Analysis,done,ex ante,0.25:0.75,TUEV-RHEIN,372246.0,75384.0
690,IGES06550,Inner Mongolia North Longyuan Zhurihe WindFarm Project,China,"Netherlands, Kingdom of the",ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,TUEV-SUED,2264045.0,664190.0
691,IGES10736,Gansu Yongchang Shuiquanzi Wind Farm Project,China,France,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,CCSC_DOE,1714489.0,0.0
692,IGES03836,Qian’an Wangxin Caizi Town Windfarm Project Phase I,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,BVQI,1994902.0000000002,83515.0
693,IGES07836,Gansu Huangshui Baichuan Hydropower Project,China,Japan,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.5:0.5,TUEV-RHEIN,1896776.0,0.0
694,IGES07848,Daode 49.5MW Wind Power Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,TUEV-SUED,2176986.0,254265.0
695,IGES07308,North Longyuan Huitengliang Wind Power Project,China,"Netherlands, Kingdom of the",ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,TUEV-SUED,16050160.0,2681669.0
696,IGES06750,Henan Sanmenxia 25.5MW Wind Power Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV-CUK,931882.0,231848.0
697,IGES06702,Inner Mongolia North Longyuan Huitengliang Windfarm Project,China,"Netherlands, Kingdom of the",ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,TUEV-SUED,2284338.0000000005,502009.0
698,IGES11840,Datang Bazhou Bohu 20MW Solar Power Plant Phase I Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,ReConsultCert,485303.0,0.0
699,IGES11568,Datang Chuzhou Lai'an Longshan Wind Farm Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,CEC,1435475.9999999998,0.0
700,IGES10128,Xinjiang Dabancheng Wind Farm Phase I Project,China,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,CEC,2198637.0,700041.0
701,IGES02937,Hubei Lichuan Qiyueshan Wind Power Project,China,No Additional Countries,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,DNV-CUK,1483479.6082191782,58389.0
702,IGES10677,Liaoning Changtu Tianqiaoshan Wind Farm Project,China,Switzerland,ACM0002;,LARGE,Benchmark Analysis,None,ex ante,0.75:0.25,CQC,1949829.0000000002,0.0
